row_id,final_decision,_source,screening_tier,signal_count,trigger_reason,veto_any,CI,flag_dur_low,flag_dur_high,flag_md,flag_long,flag_dkna,DUR,MD_d2,LS_run,DKNA_count,ID,DATE,DAY,HOUR,CODINT,SEXINT,MODE,PHASE20,PHASE2,NUTS1,REGION,CPRO,CMUN,MUNICIPALITY,HABT,HABT5,P26,P01,P02A,P02B,P02C,P02D,P02E,P03,P04,P05,P06,P07,P07B,P07Ctx,P07C1,P07C2,P07C3,P07C4,P07D1,P07D2,P07D3,P07D4,P07D5,P07D6,P08,P09,P09B,VP09B,P10tx,P10_1,P10_2,P10_3,P10_4,P10B,P11A,P11B,P11C,P11D,P11E,P12,P12Btx,P12B_1,P12B_2,P12B_3,P12B_4,P13,P13B,P13C,P14,P15,P16,P16Btx,P16B_1,P16B_2,P16B_3,P16B_4,P17,P17B,P17C,P18,P19,P19B,P20,P20B,P21A,P21B,P21C,P21D,P22,P23,P24tx,P24,P25,P27,P27B,P27C,P28,P28_1,P28_2,P28_3,P28_4,P28B,P29,WEIGHT20,WEIGHT2,WEIGHT
12737,valid,queue,MEDIUM,1,longstring,0,1,0,0,0,1,0,19.0,4.39313910516078,8,0,12737,03 Mar 19,03 Mar 19,11,María,Administered by female interviewer,CATI,7.0,Before March 8th,"Este (Cataluña, Comunidad Valenciana, Baleares)",CATALUÑA,Barcelona,8217,Sant Joan Despí,Municipalities >=10K pop.,"20,000-99,999 pop.",8970,Hardly,Never,Never,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),3,Very,Voting in elections,Not capable,"Yes, very much",No interest,"DIAEIO PUBLICO , DIARIO PUBLICO , , 6",Newspapers,,,,Not at all,Little,Not at all,Quite,Yes,,Very necessary,Rather positive,Solidarity,Descendent categories,EQUIPARAR A LA MUJER,Equality in general,,,,Very capable,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,EN UNA CHARLA EN UN BARRIO VA A DICTAR LA CHARLA,Participation in awareness-raising activities IWD,,,,No,Yes,,Yes,Yes,"Yes, in two or more","7, 9, 10",Pensioners and retired people,"Independentists (Catalonia, in favour of political prisoners)","Other issues not linked to gender inequality (labour, neighbourhood)",,Yes,Fully sympathises,Yes,3,Yes,Unidos Podemos,Unidos Podemos,,Every or almost every day,Yes,Yes,Yes,Man,65.0,1,Working full time,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",Yes,It is fine as it is,Woman,2,Yes,Yes,No,No,Only son/s,"Yes, call him/her",0.857142857142714,0.9857819905151366,0.9973614775723444
12742,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,9.9,8.017495234605098,3,2,12742,15 Mar 19,15 Mar 19,12,Daniel,Administered by male interviewer,CATI,19.0,March 8th or after,"Este (Cataluña, Comunidad Valenciana, Baleares)",PAIS VALENCIANO,Valencia/València,46194,Picassent,Municipalities >=10K pop.,"20,000-99,999 pop.",46220,Not at all,Everyday or almost everyday (5-7),1 or 2 days/weekends,Everyday or almost everyday (5-7),3 or 4 days (quite a lot),Less (almost never),7,Quite,Voting in elections,Very capable,"Yes, very much",Quite,"1, 5, 6",TV,Radio,Newspapers,,Quite,Very often,Very often,Very often,No,No,Not at all necessary,Rather positive,Other,Descendent categories,ROMPER TECHO DE CRISTAL,Social equality,Labour equality,,,Quite capable,Agree,Disagree,Disagree,Agree,Disagree,No, ,,,,,No,Yes,,No,No,"Yes, in one",10,"Other issues not linked to gender inequality (labour, neighbourhood)",,,,Yes,6,No,4,Yes,UPYD,DK,DK,Never,,,,Man,40.0,1,Working full time,"COU, BUP, Higher Baccalaurate",Yes,It is fine as it is,Woman,1,No,No,No,No,,"Yes, call him/her",0.9523809523807932,0.8296943231388918,0.8429423459242716
12744,invalid,queue,MEDIUM,1,DUR_short,0,1,1,0,0,0,0,8.0,2.84299598217941,3,1,12744,06 Mar 19,06 Mar 19,17,David,Administered by male interviewer,CATI,10.0,Before March 8th,"Este (Cataluña, Comunidad Valenciana, Baleares)",CATALUÑA,Barcelona,8169,"Prat de Llobregat, El",Municipalities >=10K pop.,"20,000-99,999 pop.",8820,Quite,Everyday or almost everyday (5-7),Less (almost never),Never,Everyday or almost everyday (5-7),1 or 2 days/weekends,5,Very,Both are useful,Very capable,"Yes, quite a lot",Quite,3,Personal conversations,,,,Quite,Very often,Very often,Doesn't use social networks,No,No,Quite necessary,Rather positive,Pride,Ascedent categories,TODAS,ALL,,,,Not very capable,Neither agree nor disagree,Agree,Agree,Agree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,No,,,2,Yes,PSOE,PSOE,,Never,,,,Woman,56.0,1,Working full time,"FP1, Intermediate Vocational Training",Yes,It is fine as it is,Man,3,Yes,No,Yes,No,Only daughter/s,"Yes, call him/her",1.312499999999781,1.322751322743256,1.382978723405372
12749,valid,queue,MEDIUM,1,longstring,0,1,0,0,0,1,0,9.0,2.038350132664279,6,0,12749,05 Mar 19,05 Mar 19,9,Autoadministrado CAWI,Self-administered,CAWI,9.0,Before March 8th,"Este (Cataluña, Comunidad Valenciana, Baleares)",PAIS VALENCIANO,Valencia/València,46250,València,Municipalities >=10K pop.,">100,000 pop.",46003,Hardly,3 or 4 days (quite a lot),3 or 4 days (quite a lot),3 or 4 days (quite a lot),Everyday or almost everyday (5-7),3 or 4 days (quite a lot),7,Quite,Take to the strees to demonstrate,Little,"Yes, very much",Hardly,"TV, PAPEL, RADIO",TV,Newspapers,Radio,,Quite,Little,Quite,Quite,Yes,,Quite necessary,Rather positive,Solidarity,Ascedent categories,"IGUALDAD, MISMOS OBJETIVOS",Equality in general,Other,,,Quite capable,Disagree,Agree,Strongly agree,Agree,Agree,Maybe,SEGUIR LA MOVILIZACION,Celebrate the day,,,,No,Yes,,No,No,"Yes, in one",DEFENSA DERECHOS MUJER,Other issues of discrimination against women (employment),,,,Yes,2,No,7,Yes,Cs Ciudadanos,Cs Ciudadanos,,Less frequently,Yes,No,Yes,Man,56.0,1,Working full time,"COU, BUP, Higher Baccalaurate",No partner,,,3,Yes,No,Yes,No,Only daughter/s,"Yes, by SMS",0.8999999999998497,0.9857819905151366,0.9973614775723444
12776,invalid,queue,MEDIUM,1,DUR_short,0,1,1,0,0,0,0,7.9,1.1184076202728268,4,0,12776,06 Mar 19,06 Mar 19,18,Daniel,Administered by male interviewer,CATI,10.0,Before March 8th,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Sevilla,41069,"Palacios y Villafranca, Los",Municipalities >=10K pop.,"20,000-99,999 pop.",41720,Quite,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),1 or 2 days/weekends,Never,Less (almost never),9,,Voting in elections,Quite,"No, I didn't know anything",, ,,,,,,,,,,,Very necessary,Rather positive,Solidarity,Ascedent categories,88,DK,,,,,Agree,Agree,Agree,Agree,Agree,No, ,,,,,No,Yes,,Yes,Yes,No, ,,,,,No,,,3,Yes,PSOE,PSOE,,Never,,,,Man,45.0,4,Retired or pensioner (previously worked),"EGB, ESO, Baccalaurate, Elementary Baccalaurate",No partner,,,1,No,No,No,No,,"Yes, call him/her",0.7999999999998665,0.8540145985348291,0.8429423459242716
12779,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,11.9,4.629818208222633,2,1,12779,03 Mar 19,03 Mar 19,12,María,Administered by female interviewer,CATI,7.0,Before March 8th,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Granada,18087,Granada,Municipalities >=10K pop.,">100,000 pop.",18007,Quite,Everyday or almost everyday (5-7),Less (almost never),Never,Everyday or almost everyday (5-7),1 or 2 days/weekends,5,Quite,Voting in elections,Little,"Yes, quite a lot",Hardly,"1, 6",TV,Newspapers,,,Quite,Very often,Very often,Doesn't use social networks,No,No,Quite necessary,Rather positive,Solidarity,Descendent categories,TODAS,ALL,,,,Quite capable,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,5,No,5,Yes,PP,PP,,Never,,,,Man,73.0,4,Retired or pensioner (previously worked),"FP1, Intermediate Vocational Training",Yes,It is fine as it is,Woman,1,No,No,No,No,,"Yes, call him/her",0.857142857142714,0.9857819905151366,0.9973614775723444
12805,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,11.2,9.627844107096857,2,0,12805,05 Mar 19,05 Mar 19,17,Rosa,Administered by female interviewer,CATI,9.0,Before March 8th,Canarias,CANARIAS,Palmas (Las),35004,Arrecife,Municipalities >=10K pop.,"20,000-99,999 pop.",35500,Hardly,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Never,Never,Less (almost never),5,Quite,Voting in elections,Quite,"Yes, quite a lot",Hardly,1,TV,,,,Little,Quite,Very often,Quite,No,No,Quite necessary,Rather positive,Hope,Ascedent categories,VIOLENCIA DE GENERO,Gender-based violence,,,,Very capable,Agree,Agree,Strongly agree,Strongly agree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,No,,,Extreme left,"No, because he/she couldn't",Abstained,PSOE,,Never,,,,Woman,38.0,1,Working full time,"COU, BUP, Higher Baccalaurate",Yes,It is fine as it is,Man,4,Yes,No,No,Yes,Both (sons and daughters),No,0.8260869565216011,0.9543568464670732,0.9266666666664668
12806,invalid,queue,MEDIUM,1,longstring,0,1,0,0,0,1,0,10.8,3.7427191972620255,6,3,12806,10 Mar 19,10 Mar 19,11,Juana,Administered by female interviewer,CATI,14.0,March 8th or after,"Este (Cataluña, Comunidad Valenciana, Baleares)",CATALUÑA,Barcelona,8267,Sentmenat,Municipalities <10K pop.,"5,000-9,999 pop.",8181,Quite,3 or 4 days (quite a lot),Less (almost never),Everyday or almost everyday (5-7),Less (almost never),3 or 4 days (quite a lot),6,Quite,Voting in elections,Quite,"Yes, quite a lot",Hardly,"1, 2, 3",TV,Social networks,Personal conversations,,Quite,Quite,Very often,Very often,No,No,Quite necessary,Rather positive,Hope,Ascedent categories,IGUALDAD,Equality in general,,,,Quite capable,Disagree,Agree,Agree,Agree,Disagree,No, ,,,,,No,No,,No,No,No, ,,,,,Yes,5,No,5,DK,DK,DK,Will abstain,Never,,,,Woman,53.0,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Man,2,Yes,Yes,No,No,Only son/s,"Yes, call him/her",0.6785714285713152,0.8947368420996474,0.9266666666664668
12823,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,10.3,3.591218138119019,2,2,12823,08 Mar 19,08 Mar 19,18,David,Administered by male interviewer,CATI,12.0,March 8th or after,"Noreste (País Vasco, Navarra, Aragón)",PAIS VASCO,Guipuzcoa,20069,Donostia/San Sebastián,Municipalities >=10K pop.,">100,000 pop.",20008,Hardly,Everyday or almost everyday (5-7),3 or 4 days (quite a lot),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),3 or 4 days (quite a lot),6,Very,Voting in elections,Can't say,"Yes, very much",Quite,"1, 5, 6, 7",TV,Radio,Newspapers,Street posters,Little,Little,Very often,Very often,No,No,Not very necessary,DK,,,NO ENTIENDE QUE HAYA DISCRIMANCION,,,,,Very capable,Strongly agree,Agree,Agree,Disagree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,7,No,5,Yes,PNV,PNV,,Never,,,,Man,57.0,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Woman,"2, 3",Yes,Yes,Yes,No,Both (sons and daughters),"Yes, call him/her",0.8999999999998497,1.005952380946121,0.9973614775723444
12826,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,12.6,9.660032485135126,3,0,12826,04 Mar 19,04 Mar 19,11,Luna,Administered by female interviewer,CATI,8.0,Before March 8th,"Este (Cataluña, Comunidad Valenciana, Baleares)",CATALUÑA,Barcelona,8118,"Masnou, El",Municipalities >=10K pop.,"20,000-99,999 pop.",8320,Hardly,Everyday or almost everyday (5-7),1 or 2 days/weekends,Less (almost never),Never,1 or 2 days/weekends,2,Quite,Take to the strees to demonstrate,Very capable,"Yes, very much",Hardly,1,TV,,,,Quite,Very often,Very often,Very often,No,No,Quite necessary,Rather positive,Solidarity,Ascedent categories,TODAS SON IMPORTANTES,ALL,,,,Very capable,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Maybe,ESCRIBIR ALGO EN REDES SOCIALES,Support in social networks,,,,No,Yes,,No,No,No, ,,,,,Yes,7,No,5,Yes,Cs Ciudadanos,Cs Ciudadanos,,Never,,,,Woman,44.0,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,Greater participation of my partner,Man,4,Yes,No,No,Yes,Both (sons and daughters),"Yes, by SMS",1.117647058823343,0.9543568464670732,0.9266666666664668
12839,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,12.7,0.5423273737530098,5,1,12839,05 Mar 19,05 Mar 19,16,Alejandro,Administered by male interviewer,CATI,9.0,Before March 8th,"Este (Cataluña, Comunidad Valenciana, Baleares)",CATALUÑA,Barcelona,8019,Barcelona,Municipalities >=10K pop.,">100,000 pop.",8020,Hardly,3 or 4 days (quite a lot),1 or 2 days/weekends,Never,Everyday or almost everyday (5-7),1 or 2 days/weekends,2,Quite,Both are useful,Very capable,"Yes, very much",Hardly,"1, 2, 3",TV,Social networks,Personal conversations,,Little,Not at all,Very often,Quite,Yes,,Very necessary,Rather positive,Pride,Descendent categories,"VIOLENCIA DE GENERO , IGUALDAD SALARIAL",Gender-based violence,Equal pay,,,Quite capable,Neither agree nor disagree,Agree,Agree,Agree,Agree,Yes,"1, 2",IWD demonstration,Work strike,,,No,No,,Yes,Can't remember,"Yes, in one","7, 10",Pensioners and retired people,"Other issues not linked to gender inequality (labour, neighbourhood)",,,Yes,Fully sympathises,Yes,2,Yes,Unidos Podemos,Unidos Podemos,,3-4 days a week,Yes,Yes,Yes,Woman,35.0,1,Working full time,"COU, BUP, Higher Baccalaurate",No partner,,,1,No,No,No,No,,"Yes, call him/her",0.8260869565216011,0.9543568464670732,0.9266666666664668
12840,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,14.3,4.629818208222633,3,0,12840,02 Mar 19,02 Mar 19,21,Juana,Administered by female interviewer,CATI,6.0,Before March 8th,"Este (Cataluña, Comunidad Valenciana, Baleares)",BALEARES,Balears (Illes),7040,Palma,Municipalities >=10K pop.,">100,000 pop.",7007,Very,Everyday or almost everyday (5-7),Never,Less (almost never),Never,1 or 2 days/weekends,7,Quite,Voting in elections,Quite,"No, I didn't know anything",, ,,,,,,,,,,,Quite necessary,Rather positive,Pride,Descendent categories,TODAS SON IMPORTANTES,ALL,,,,Not very capable,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,No, ,,,,,Yes,,Since before,No,Yes,No, ,,,,,No,,,8,Yes,PP,PP,,Never,,,,Man,58.0,2,Working part-time,"COU, BUP, Higher Baccalaurate",No partner,,,2,Yes,Yes,No,No,Only daughter/s,"Yes, call him/her",0.999999999999833,0.9857819905151366,0.9973614775723444
12853,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,9.1,3.75059444897215,5,2,12853,11 Mar 19,11 Mar 19,15,María,Administered by female interviewer,CATI,15.0,March 8th or after,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Huelva,21050,Moguer,Municipalities >=10K pop.,"20,000-99,999 pop.",21130,Hardly,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),9,Quite,Voting in elections,Quite,"Yes, very much",Hardly,"1, 5, 6",TV,Radio,Newspapers,,Little,Little,Quite,Very often,No,No,Very necessary,Rather positive,Solidarity,Descendent categories,LA IGUALDAD,Equality in general,,,,Very capable,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,No, ,,,,,No,Yes,,No,Can't remember,No, ,,,,,Yes,9,No,3,Yes,PSOE,PSOE,,Have no networks,,,,Man,55.0,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",No partner,,,1,No,No,No,No,,"Yes, call him/her",0.999999999999833,1.005952380946121,0.9973614775723444
12865,invalid,queue,MEDIUM,1,DUR_long,0,1,0,1,0,0,0,31.0,5.291350540831196,5,2,12865,04 Mar 19,04 Mar 19,20,Victoria,Administered by female interviewer,CATI,8.0,Before March 8th,"Este (Cataluña, Comunidad Valenciana, Baleares)",PAIS VALENCIANO,Alicante/Alacant,3014,Alicante/Alacant,Municipalities >=10K pop.,">100,000 pop.",3002,Quite,Everyday or almost everyday (5-7),Never,Never,Everyday or almost everyday (5-7),Never,8,,Voting in elections,Not capable,"Yes, very much",A lot,"1, 6",TV,Newspapers,,,Very often,Very often,Very often,Very often,No,No,Not at all necessary,No feelings,,,99,,,,,DK,Strongly agree,Disagree,Disagree,Disagree,Disagree,No, ,,,,,No,Yes,,No,Yes,No, ,,,,,Yes,Has no sympathy whatsoever,No,6,Yes,,DK,,Never,,,,Man,72.0,4,Retired or pensioner (previously worked),Primary school (or has attended school for 5 years or more),Yes,It is fine as it is,Man,3,Yes,No,Yes,No,Only son/s,No,0.999999999999833,0.9857819905151366,0.9973614775723444
12869,invalid,queue,MEDIUM,1,MD,0,1,0,0,1,0,0,8.8,13.060615955899868,2,0,12869,10 Mar 19,10 Mar 19,19,Raúl,Administered by male interviewer,CATI,14.0,March 8th or after,"Centro (Castilla y León, Castilla-La Mancha, Extremadura)",CASTILLA-LA MANCHA,Guadalajara,19058,Cabanillas del Campo,Municipalities >=10K pop.,"10,000-19,999 pop.",19171,Quite,1 or 2 days/weekends,Less (almost never),1 or 2 days/weekends,Everyday or almost everyday (5-7),3 or 4 days (quite a lot),6,Hardly,Voting in elections,Very capable,"Yes, quite a lot",Hardly,"1, 2, 8",TV,Social networks,Blogs,,Not at all,Quite,Very often,Very often,No,No,Not very necessary,Rather negative,Mistrust,Ascedent categories,IGUALDAD,Equality in general,,,,Quite capable,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,Has no sympathy whatsoever,No,7,Yes,PP,VOX,,Less frequently,Yes,Yes,Yes,Woman,21.0,9,Student,"COU, BUP, Higher Baccalaurate",No partner,,,1,No,No,No,No,,"Yes, call him/her",1.099999999999816,0.9224137931758812,0.9756097560973508
12872,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,8.7,3.7427191972620255,4,0,12872,11 Mar 19,11 Mar 19,11,Daniel,Administered by male interviewer,CATI,15.0,March 8th or after,"Este (Cataluña, Comunidad Valenciana, Baleares)",PAIS VALENCIANO,Valencia/València,46250,València,Municipalities >=10K pop.,">100,000 pop.",46022,Hardly,Less (almost never),Less (almost never),Never,3 or 4 days (quite a lot),Less (almost never),6,Quite,Take to the strees to demonstrate,Very capable,"Yes, very much",Hardly,"4, 6",Collectives or associations,Newspapers,,,Not at all,Very often,Very often,Quite,No,No,Quite necessary,Rather positive,Solidarity,Descendent categories,TODAS,ALL,,,,Very capable,Disagree,Agree,Agree,Agree,Disagree,Yes,1,IWD demonstration,,,,No,Yes,,No,No,"Yes, in two or more",10,"Other issues not linked to gender inequality (labour, neighbourhood)",,,,Yes,8,No,4,Yes,PSOE,PSOE,,Never,,,,Woman,45.0,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Man,4,Yes,No,No,Yes,Both (sons and daughters),"Yes, call him/her",0.9499999999998412,0.8947368420996474,0.9266666666664668
12873,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,14.3,8.259175585602948,3,1,12873,10 Mar 19,10 Mar 19,17,Juana,Administered by female interviewer,CATI,14.0,March 8th or after,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Sevilla,41041,Estepa,Municipalities >=10K pop.,"10,000-19,999 pop.",41560,Very,Everyday or almost everyday (5-7),Never,Never,Never,Less (almost never),4,Very,None are useful,Quite,"Yes, very much",Hardly,1,TV,,,,Quite,Very often,Quite,Quite,No,No,Quite necessary,Rather positive,Pride,Ascedent categories,88,DK,,,,,Agree,Agree,Agree,Strongly agree,Disagree,Would have liked to,"1, 9",IWD demonstration,Participation in awareness-raising activities IWD,,,No,No,,No,No,"Yes, in one",10,"Other issues not linked to gender inequality (labour, neighbourhood)",,,,Yes,7,Yes,,Yes,DK,Will abstain,Will abstain,Never,,,,Woman,54.0,1,Working full time,Primary school (or has attended school for 5 years or more),Yes,It is fine as it is,Man,2,Yes,Yes,No,No,Both (sons and daughters),"Yes, by SMS",0.6785714285713152,0.8947368420996474,0.9266666666664668
12897,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,16.7,3.4328009438543354,5,0,12897,15 Mar 19,15 Mar 19,19,Eva,Administered by female interviewer,CATI,19.0,March 8th or after,"Este (Cataluña, Comunidad Valenciana, Baleares)",CATALUÑA,Barcelona,8019,Barcelona,Municipalities >=10K pop.,">100,000 pop.",8005,Hardly,Everyday or almost everyday (5-7),3 or 4 days (quite a lot),Less (almost never),3 or 4 days (quite a lot),1 or 2 days/weekends,6,Quite,Voting in elections,Quite,"Yes, very much",No interest,"2, 3",Social networks,Personal conversations,,,Not at all,Little,Little,Little,Yes,,Very necessary,Rather positive,Hope,Ascedent categories,VIOLENCIA DE GENERO,Gender-based violence,,,,Quite capable,Strongly disagree,Agree,Agree,Agree,Agree,Yes,6,Student strike,,,,No,No,,Yes,Yes,No, ,,,,,No,,,4,Was not old enough to vote,Not in electoral census,PSOE,,3-4 days a week,Yes,Yes,No,Woman,19.0,9,Student,"COU, BUP, Higher Baccalaurate",No partner,,,1,No,No,No,No,,No,0.9166666666665136,0.9224137931758812,0.9756097560973508
12903,valid,queue,MEDIUM,1,longstring,0,1,0,0,0,1,0,13.7,1.3137918149468457,7,0,12903,10 Mar 19,10 Mar 19,13,Victoria,Administered by female interviewer,CATI,14.0,March 8th or after,"Noreste (País Vasco, Navarra, Aragón)",PAIS VASCO,Guipuzcoa,20050,Leaburu,Municipalities <10K pop.,<5k pop.,20491,Hardly,Everyday or almost everyday (5-7),1 or 2 days/weekends,Everyday or almost everyday (5-7),1 or 2 days/weekends,3 or 4 days (quite a lot),3,Very,Voting in elections,Quite,"Yes, very much",Hardly,"1, 5",TV,Radio,,,Little,Very often,Quite,Very often,No,No,Quite necessary,Rather positive,Indignation,Descendent categories,"MALTRATO A LAS MUJERES, , IGUALDAD SALARIAL Y POSIBILIDADES DE TRABAJO",Gender-based violence,Equal pay,Labour equality,,Quite capable,Disagree,Agree,Agree,Agree,Agree,No, ,,,,,No,Yes,,No,No,"Yes, in two or more",MOVILIZACIONES SOBRE EL ACERCAMIENTO DE PRESOS Y DEL JUICIO DE ALSASUA,"Other issues not linked to gender inequality (labour, neighbourhood)",,,,Yes,7,No,2,Yes,Bildu,Bildu,,Never,,,,Man,47.0,"1, 1,",Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",No partner,,,1,No,No,No,No,,"Yes, call him/her",0.7692307692306408,0.8296943231388918,0.8429423459242716
12917,invalid,queue,MEDIUM,1,DUR_short,0,1,1,0,0,0,0,7.6,2.097320825228942,3,0,12917,09 Mar 19,09 Mar 19,20,María,Administered by female interviewer,CATI,13.0,March 8th or after,"Noroeste (Galicia, Asturias, Cantabria)",CANTABRIA,Cantabria,39023,Colindres,Municipalities <10K pop.,"5,000-9,999 pop.",39750,Hardly,Everyday or almost everyday (5-7),1 or 2 days/weekends,Never,Everyday or almost everyday (5-7),3 or 4 days (quite a lot),8,Quite,Voting in elections,Little,"Yes, a little",Hardly,6,Newspapers,,,,Little,Very often,Very often,Very often,No,No,Quite necessary,Rather positive,Hope,Descendent categories,TODAS,ALL,,,,Quite capable,Disagree,Strongly agree,Strongly agree,Agree,Agree,Would have liked to,1,IWD demonstration,,,,No,No,,No,No,No, ,,,,,Yes,4,No,5,Yes,Blank/Null,Blank/Null,Will abstain,Never,,,,Woman,27.0,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","Has a partner, but does not live with him/her",,,1,No,No,No,No,,No,0.7857142857141546,0.9224137931758812,0.9756097560973508
12925,valid,queue,MEDIUM,1,DKNA,0,1,0,0,0,0,1,16.5,,3,5,12925,15 Mar 19,15 Mar 19,17,Daniel,Administered by male interviewer,CATI,19.0,March 8th or after,Comunidad de Madrid,MADRID,Madrid,28005,Alcalá de Henares,Municipalities >=10K pop.,">100,000 pop.",28801,Very,Everyday or almost everyday (5-7),Never,Never,Everyday or almost everyday (5-7),Never,Completely satisfied,DK,Voting in elections,Very capable,"Yes, a little",DK,1,TV,,,,Very often,Very often,Doesn't have social networks,,No,No,Quite necessary,No feelings,,,RESPETO Y CONSIDERACION HACIA LA MUJER,Respect/dignity,,,,,DK,Strongly disagree,Agree,Agree,Agree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,5,No,5,Yes,,DK,,Never,,,,Woman,82.0,4,Retired or pensioner (previously worked),,Yes,Greater participation by me,Man,2,Yes,Yes,No,No,Only son/s,"Yes, call him/her",1.312499999999781,1.457142857133711,1.382978723405372
12985,valid,queue,MEDIUM,1,DKNA,0,1,0,0,0,0,1,11.7,1.1184076202728268,4,4,12985,08 Mar 19,08 Mar 19,12,David,Administered by male interviewer,CATI,12.0,March 8th or after,"Sur (Andalucía, Murcia, Ceuta y Melilla)",MURCIA,Murcia,30030,Murcia,Municipalities >=10K pop.,">100,000 pop.",30000,Very,3 or 4 days (quite a lot),Less (almost never),3 or 4 days (quite a lot),1 or 2 days/weekends,Never,DK,Quite,Voting in elections,Quite,Can't say,, ,,,,,,,,,,,Quite necessary,Rather positive,Pride,Ascedent categories,VIOLENCIA MACHISTA,Gender-based violence,,,,Quite capable,Agree,Agree,Agree,Agree,Agree,No, ,,,,,No,No,,No,No,No, ,,,,,Yes,DK,No,DK,Yes,,,,Never,,,,Woman,43.0,1,Working full time,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",Yes,It is fine as it is,Man,4,Yes,No,No,Yes,Both (sons and daughters),"Yes, call him/her",0.8636363636362194,0.8947368420996474,0.9266666666664668
12996,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,12.7,7.9205156475781875,3,0,12996,05 Mar 19,05 Mar 19,17,Alejandro,Administered by male interviewer,CATI,9.0,Before March 8th,"Noroeste (Galicia, Asturias, Cantabria)",ASTURIAS,Asturias,33070,Tapia de Casariego,Municipalities <10K pop.,<5k pop.,33749,Not at all,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),3 or 4 days (quite a lot),Everyday or almost everyday (5-7),4,Quite,Voting in elections,Not capable,"Yes, very much",Quite,"1, 5",TV,Radio,,,Quite,Very often,Very often,Very often,No,No,Not at all necessary,Rather negative,Tedium,Ascedent categories,0,,,,,Very capable,Agree,Strongly agree,Disagree,Disagree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,,No,5,Yes,PP,Cs Ciudadanos,,Never,,,,Man,56.0,1,Working full time,"COU, BUP, Higher Baccalaurate",Yes,It is fine as it is,Woman,"2, 3",Yes,Yes,Yes,No,Both (sons and daughters),"Yes, call him/her",0.8999999999998497,0.9857819905151366,0.9973614775723444
